序號,答案
20240117090001,1586.3160999999986
20240117091001,1586.3160999999986
20240117092001,1586.3160999999986
20240117093001,1586.3160999999986
20240117094001,1586.3160999999986
20240117095001,1586.3160999999986
20240117100001,1728.0547000000004
20240117101001,1728.0547000000004
20240117102001,1728.0547000000004
20240117103001,1728.0547000000004
20240117104001,1728.0547000000004
20240117105001,1728.0547000000004
20240117110001,1741.8801999999998
20240117111001,1741.8801999999998
20240117112001,1741.8801999999998
20240117113001,1741.8801999999998
20240117114001,1741.8801999999998
20240117115001,1741.8801999999998
20240117120001,1726.2509000000002
20240117121001,1726.2509000000002
20240117122001,1726.2509000000002
20240117123001,1726.2509000000002
20240117124001,1726.2509000000002
20240117125001,1726.2509000000002
20240117130001,207.4079
20240117131001,207.4079
20240117132001,207.4079
20240117133001,207.4079
20240117134001,207.4079
20240117135001,207.4079
20240117140001,78.07670000000002
20240117141001,78.07670000000002
20240117142001,78.07670000000002
20240117143001,78.07670000000002
20240117144001,78.07670000000002
20240117145001,78.07670000000002
20240117150001,117.59660000000004
20240117151001,117.59660000000004
20240117152001,117.59660000000004
20240117153001,117.59660000000004
20240117154001,117.59660000000004
20240117155001,117.59660000000004
20240117160001,29.827899999999985
20240117161001,29.827899999999985
20240117162001,29.827899999999985
20240117163001,29.827899999999985
20240117164001,29.827899999999985
20240117165001,29.827899999999985
20240119090001,410.9095
20240119091001,410.9095
20240119092001,410.9095
20240119093001,410.9095
20240119094001,410.9095
20240119095001,410.9095
20240119100001,867.4833000000002
20240119101001,867.4833000000002
20240119102001,867.4833000000002
20240119103001,867.4833000000002
20240119104001,867.4833000000002
20240119105001,867.4833000000002
20240119110001,1399.3980000000001
20240119111001,1399.3980000000001
20240119112001,1399.3980000000001
20240119113001,1399.3980000000001
20240119114001,1399.3980000000001
20240119115001,1399.3980000000001
20240119120001,1034.427699999999
20240119121001,1034.427699999999
20240119122001,1034.427699999999
20240119123001,1034.427699999999
20240119124001,1034.427699999999
20240119125001,1034.427699999999
20240119130001,1026.6878000000004
20240119131001,1026.6878000000004
20240119132001,1026.6878000000004
20240119133001,1026.6878000000004
20240119134001,1026.6878000000004
20240119135001,1026.6878000000004
20240119140001,815.4496999999999
20240119141001,815.4496999999999
20240119142001,815.4496999999999
20240119143001,815.4496999999999
20240119144001,815.4496999999999
20240119145001,815.4496999999999
20240119150001,73.09859999999998
20240119151001,73.09859999999998
20240119152001,73.09859999999998
20240119153001,73.09859999999998
20240119154001,73.09859999999998
20240119155001,73.09859999999998
20240119160001,27.325599999999994
20240119161001,27.325599999999994
20240119162001,27.325599999999994
20240119163001,27.325599999999994
20240119164001,27.325599999999994
20240119165001,27.325599999999994
20240224090001,49.787199999999956
20240224091001,49.787199999999956
20240224092001,49.787199999999956
20240224093001,49.787199999999956
20240224094001,49.787199999999956
20240224095001,49.787199999999956
20240224100001,58.52979999999992
20240224101001,58.52979999999992
20240224102001,58.52979999999992
20240224103001,58.52979999999992
20240224104001,58.52979999999992
20240224105001,58.52979999999992
20240224110001,67.11970000000004
20240224111001,67.11970000000004
20240224112001,67.11970000000004
20240224113001,67.11970000000004
20240224114001,67.11970000000004
20240224115001,67.11970000000004
20240224120001,34.9094
20240224121001,34.9094
20240224122001,34.9094
20240224123001,34.9094
20240224124001,34.9094
20240224125001,34.9094
20240224130001,29.438600000000005
20240224131001,29.438600000000005
20240224132001,29.438600000000005
20240224133001,29.438600000000005
20240224134001,29.438600000000005
20240224135001,29.438600000000005
20240224140001,14.2296
20240224141001,14.2296
20240224142001,14.2296
20240224143001,14.2296
20240224144001,14.2296
20240224145001,14.2296
20240224150001,5.701499999999999
20240224151001,5.701499999999999
20240224152001,5.701499999999999
20240224153001,5.701499999999999
20240224154001,5.701499999999999
20240224155001,5.701499999999999
20240224160001,1.1911
20240224161001,1.1911
20240224162001,1.1911
20240224163001,1.1911
20240224164001,1.1911
20240224165001,1.1911
20240226090001,9.065500000000002
20240226091001,9.065500000000002
20240226092001,9.065500000000002
20240226093001,9.065500000000002
20240226094001,9.065500000000002
20240226095001,9.065500000000002
20240226100001,26.788499999999996
20240226101001,26.788499999999996
20240226102001,26.788499999999996
20240226103001,26.788499999999996
20240226104001,26.788499999999996
20240226105001,26.788499999999996
20240226110001,101.17529999999994
20240226111001,101.17529999999994
20240226112001,101.17529999999994
20240226113001,101.17529999999994
20240226114001,101.17529999999994
20240226115001,101.17529999999994
20240226120001,137.03049999999993
20240226121001,137.03049999999993
20240226122001,137.03049999999993
20240226123001,137.03049999999993
20240226124001,137.03049999999993
20240226125001,137.03049999999993
20240226130001,11.4098
20240226131001,11.4098
20240226132001,11.4098
20240226133001,11.4098
20240226134001,11.4098
20240226135001,11.4098
20240226140001,16.035399999999996
20240226141001,16.035399999999996
20240226142001,16.035399999999996
20240226143001,16.035399999999996
20240226144001,16.035399999999996
20240226145001,16.035399999999996
20240226150001,8.388699999999998
20240226151001,8.388699999999998
20240226152001,8.388699999999998
20240226153001,8.388699999999998
20240226154001,8.388699999999998
20240226155001,8.388699999999998
20240226160001,4.3225999999999996
20240226161001,4.3225999999999996
20240226162001,4.3225999999999996
20240226163001,4.3225999999999996
20240226164001,4.3225999999999996
20240226165001,4.3225999999999996
20240327090001,179.80360000000007
20240327091001,179.80360000000007
20240327092001,179.80360000000007
20240327093001,179.80360000000007
20240327094001,179.80360000000007
20240327095001,179.80360000000007
20240327100001,831.2041
20240327101001,831.2041
20240327102001,831.2041
20240327103001,831.2041
20240327104001,831.2041
20240327105001,831.2041
20240327110001,457.7202000000002
20240327111001,457.7202000000002
20240327112001,457.7202000000002
20240327113001,457.7202000000002
20240327114001,457.7202000000002
20240327115001,457.7202000000002
20240327120001,235.64419999999984
20240327121001,235.64419999999984
20240327122001,235.64419999999984
20240327123001,235.64419999999984
20240327124001,235.64419999999984
20240327125001,235.64419999999984
20240327130001,151.79219999999995
20240327131001,151.79219999999995
20240327132001,151.79219999999995
20240327133001,151.79219999999995
20240327134001,151.79219999999995
20240327135001,151.79219999999995
20240327140001,61.400999999999975
20240327141001,61.400999999999975
20240327142001,61.400999999999975
20240327143001,61.400999999999975
20240327144001,61.400999999999975
20240327145001,61.400999999999975
20240327150001,33.82670000000001
20240327151001,33.82670000000001
20240327152001,33.82670000000001
20240327153001,33.82670000000001
20240327154001,33.82670000000001
20240327155001,33.82670000000001
20240327160001,53.735899999999994
20240327161001,53.735899999999994
20240327162001,53.735899999999994
20240327163001,53.735899999999994
20240327164001,53.735899999999994
20240327165001,53.735899999999994
20240329090001,13.411300000000004
20240329091001,13.411300000000004
20240329092001,13.411300000000004
20240329093001,13.411300000000004
20240329094001,13.411300000000004
20240329095001,13.411300000000004
20240329100001,9.796200000000004
20240329101001,9.796200000000004
20240329102001,9.796200000000004
20240329103001,9.796200000000004
20240329104001,9.796200000000004
20240329105001,9.796200000000004
20240329110001,10.938399999999996
20240329111001,10.938399999999996
20240329112001,10.938399999999996
20240329113001,10.938399999999996
20240329114001,10.938399999999996
20240329115001,10.938399999999996
20240329120001,25.122399999999985
20240329121001,25.122399999999985
20240329122001,25.122399999999985
20240329123001,25.122399999999985
20240329124001,25.122399999999985
20240329125001,25.122399999999985
20240329130001,36.280199999999965
20240329131001,36.280199999999965
20240329132001,36.280199999999965
20240329133001,36.280199999999965
20240329134001,36.280199999999965
20240329135001,36.280199999999965
20240329140001,140.48549999999994
20240329141001,140.48549999999994
20240329142001,140.48549999999994
20240329143001,140.48549999999994
20240329144001,140.48549999999994
20240329145001,140.48549999999994
20240329150001,49.02780000000001
20240329151001,49.02780000000001
20240329152001,49.02780000000001
20240329153001,49.02780000000001
20240329154001,49.02780000000001
20240329155001,49.02780000000001
20240329160001,96.73809999999997
20240329161001,96.73809999999997
20240329162001,96.73809999999997
20240329163001,96.73809999999997
20240329164001,96.73809999999997
20240329165001,96.73809999999997
20240428090001,116.77649999999996
20240428091001,116.77649999999996
20240428092001,116.77649999999996
20240428093001,116.77649999999996
20240428094001,116.77649999999996
20240428095001,116.77649999999996
20240428100001,416.3191999999997
20240428101001,416.3191999999997
20240428102001,416.3191999999997
20240428103001,416.3191999999997
20240428104001,416.3191999999997
20240428105001,416.3191999999997
20240428110001,611.7585999999998
20240428111001,611.7585999999998
20240428112001,611.7585999999998
20240428113001,611.7585999999998
20240428114001,611.7585999999998
20240428115001,611.7585999999998
20240428120001,254.44919999999988
20240428121001,254.44919999999988
20240428122001,254.44919999999988
20240428123001,254.44919999999988
20240428124001,254.44919999999988
20240428125001,254.44919999999988
20240428130001,68.1494
20240428131001,68.1494
20240428132001,68.1494
20240428133001,68.1494
20240428134001,68.1494
20240428135001,68.1494
20240428140001,81.95930000000003
20240428141001,81.95930000000003
20240428142001,81.95930000000003
20240428143001,81.95930000000003
20240428144001,81.95930000000003
20240428145001,81.95930000000003
20240428150001,244.57150000000001
20240428151001,244.57150000000001
20240428152001,244.57150000000001
20240428153001,244.57150000000001
20240428154001,244.57150000000001
20240428155001,244.57150000000001
20240428160001,114.75299999999991
20240428161001,114.75299999999991
20240428162001,114.75299999999991
20240428163001,114.75299999999991
20240428164001,114.75299999999991
20240428165001,114.75299999999991
20240430090001,1201.8529999999998
20240430091001,1201.8529999999998
20240430092001,1201.8529999999998
20240430093001,1201.8529999999998
20240430094001,1201.8529999999998
20240430095001,1201.8529999999998
20240430100001,1257.0536999999997
20240430101001,1257.0536999999997
20240430102001,1257.0536999999997
20240430103001,1257.0536999999997
20240430104001,1257.0536999999997
20240430105001,1257.0536999999997
20240430110001,1575.8176999999998
20240430111001,1575.8176999999998
20240430112001,1575.8176999999998
20240430113001,1575.8176999999998
20240430114001,1575.8176999999998
20240430115001,1575.8176999999998
20240430120001,1170.1026999999995
20240430121001,1170.1026999999995
20240430122001,1170.1026999999995
20240430123001,1170.1026999999995
20240430124001,1170.1026999999995
20240430125001,1170.1026999999995
20240430130001,1027.8821
20240430131001,1027.8821
20240430132001,1027.8821
20240430133001,1027.8821
20240430134001,1027.8821
20240430135001,1027.8821
20240430140001,594.9705999999999
20240430141001,594.9705999999999
20240430142001,594.9705999999999
20240430143001,594.9705999999999
20240430144001,594.9705999999999
20240430145001,594.9705999999999
20240430150001,53.35320000000004
20240430151001,53.35320000000004
20240430152001,53.35320000000004
20240430153001,53.35320000000004
20240430154001,53.35320000000004
20240430155001,53.35320000000004
20240430160001,63.599700000000006
20240430161001,63.599700000000006
20240430162001,63.599700000000006
20240430163001,63.599700000000006
20240430164001,63.599700000000006
20240430165001,63.599700000000006
20240515090001,781.1637000000004
20240515091001,781.1637000000004
20240515092001,781.1637000000004
20240515093001,781.1637000000004
20240515094001,781.1637000000004
20240515095001,781.1637000000004
20240515100001,896.9832000000001
20240515101001,896.9832000000001
20240515102001,896.9832000000001
20240515103001,896.9832000000001
20240515104001,896.9832000000001
20240515105001,896.9832000000001
20240515110001,1428.4848000000004
20240515111001,1428.4848000000004
20240515112001,1428.4848000000004
20240515113001,1428.4848000000004
20240515114001,1428.4848000000004
20240515115001,1428.4848000000004
20240515120001,1585.719500000001
20240515121001,1585.719500000001
20240515122001,1585.719500000001
20240515123001,1585.719500000001
20240515124001,1585.719500000001
20240515125001,1585.719500000001
20240515130001,1173.7312000000002
20240515131001,1173.7312000000002
20240515132001,1173.7312000000002
20240515133001,1173.7312000000002
20240515134001,1173.7312000000002
20240515135001,1173.7312000000002
20240515140001,215.2087999999999
20240515141001,215.2087999999999
20240515142001,215.2087999999999
20240515143001,215.2087999999999
20240515144001,215.2087999999999
20240515145001,215.2087999999999
20240515150001,58.71770000000002
20240515151001,58.71770000000002
20240515152001,58.71770000000002
20240515153001,58.71770000000002
20240515154001,58.71770000000002
20240515155001,58.71770000000002
20240515160001,23.483700000000013
20240515161001,23.483700000000013
