20240101090001,17.37
20240101091001,12.61
20240101092001,8.81
20240101093001,17.56
20240101094001,7.51
20240101095001,7.03
20240101100001,19.71
20240101101001,20.35
20240101102001,20.43
20240101103001,14.01
20240101104001,9.33
20240101105001,13.53
20240101110001,13.2
20240101111001,9.47
20240101112001,10.26
20240101113001,15.88
20240101114001,22.82
20240101115001,20.51
20240101120001,27.05
20240101121001,18.22
20240101122001,20.46
20240101123001,55.61
20240101124001,37.65
20240101125001,23.23
20240101130001,13.66
20240101131001,8.64
20240101132001,8.51
20240101133001,6.83
20240101134001,4.3
20240101135001,2.37
20240101140001,2.15
20240101141001,3.02
20240101142001,4.3
20240101143001,4.3
20240101144001,4.65
20240101145001,5.03
20240101150001,2.98
20240101151001,2.45
20240101152001,1.49
20240101153001,1.33
20240101154001,1.52
20240101155001,1.46
20240101160001,0.86
20240101161001,0.36
20240101162001,0.29
20240101163001,0.21
20240101164001,0.15
20240101165001,0.06
20240102090001,1277.55
20240102091001,1369.8
20240102092001,1462.67
20240102093001,1540.4
20240102094001,1594.3
20240102095001,1631.14
20240102100001,1659.6
20240102101001,1671.31
20240102102001,1674.38
20240102103001,1669.7
20240102104001,1689.69
20240102105001,1708.54
20240102110001,1710.23
20240102111001,1734.19
20240102112001,1727.19
20240102113001,1760.06
20240102114001,1766.71
20240102115001,1728.95
20240102120001,1705.11
20240102121001,1703.99
20240102122001,1733.1
20240102123001,1664.08
20240102124001,1791.86
20240102125001,1791.78
20240102130001,1329.92
20240102131001,417.97
20240102132001,291.34
20240102133001,195.89
20240102134001,160.57
20240102135001,122.99
20240102140001,105.78
20240102141001,81.01
20240102142001,56.43
20240102143001,36.42
20240102144001,26.28
20240102145001,22.13
20240102150001,22.02
20240102151001,19.7
20240102152001,15.99
20240102153001,14.8
20240102154001,12.8
20240102155001,9.86
20240102160001,6.89
20240102161001,4.8
20240102162001,3.92
20240102163001,3.5
20240102164001,1.72
20240102165001,0.58
20240103090001,158.7
20240103091001,1029.72
20240103092001,882.33
20240103093001,781.44
20240103094001,1430.35
20240103095001,1030.75
20240103100001,721.26
20240103101001,1056.06
20240103102001,1704.66
20240103103001,1370.82
20240103104001,1598.03
20240103105001,520.26
20240103110001,533.71
20240103111001,463.55
20240103112001,295.84
20240103113001,149.17
20240103114001,116.22
20240103115001,70.75
20240103120001,44.42
20240103121001,33.39
20240103122001,27.95
20240103123001,23.36
20240103124001,19.22
20240103125001,10.22
20240103130001,4.92
20240103131001,5.86
20240103132001,6.28
20240103133001,2.96
20240103134001,4.49
20240103135001,5.93
20240103140001,8.69
20240103141001,6.3
20240103142001,10.75
20240103143001,5.72
20240103144001,4.66
20240103145001,4.04
20240103150001,2.93
20240103151001,2.14
20240103152001,1.02
20240103153001,1
20240103154001,0.49
20240103155001,0.52
20240103160001,0.26
20240103161001,0.14
20240103162001,0.08
20240103163001,0.06
20240103164001,0.03
20240103165001,0.02
20240104090001,25.63
20240104091001,29.53
20240104092001,32.91
20240104093001,34.16
20240104094001,41.42
20240104095001,57.31
20240104100001,76.9
20240104101001,97.83
20240104102001,117.99
20240104103001,147.2
20240104104001,193.33
20240104105001,247.84
20240104110001,425.07
20240104111001,529.18
20240104112001,601.08
20240104113001,1109.46
20240104114001,1080.19
20240104115001,1035.38
20240104120001,821.69
20240104121001,1381.83
20240104122001,522.7
20240104123001,887.83
20240104124001,296.63
20240104125001,360.93
20240104130001,539.44
20240104131001,346.62
20240104132001,224.31
20240104133001,228.43
20240104134001,119.38
20240104135001,48.05
20240104140001,20.29
20240104141001,11.9
20240104142001,6.89
20240104143001,4.81
20240104144001,3.91
20240104145001,2.89
20240104150001,2.64
20240104151001,2.62
20240104152001,2.78
20240104153001,3.28
20240104154001,3.69
20240104155001,4.63
20240104160001,5.09
20240104161001,3.48
20240104162001,2.25
20240104163001,1.35
20240104164001,0.82
20240104165001,0.4
20240105090001,1263.63
20240105091001,1347.49
20240105092001,1444.2
20240105093001,1526.65
20240105094001,1599.92
20240105095001,1646.26
20240105100001,1672.14
20240105101001,1705.18
20240105102001,1732.36
20240105103001,1747.59
20240105104001,1752.46
20240105105001,1746.96
20240105110001,1742.86
20240105111001,1732.93
20240105112001,1739.64
20240105113001,1725.62
20240105114001,1731.53
20240105115001,1732.81
20240105120001,1716.92
20240105121001,1691.31
20240105122001,1677.44
20240105123001,1684.26
20240105124001,1670.43
20240105125001,1675.88
20240105130001,884.26
20240105131001,364.53
20240105132001,1078.6
20240105133001,1026.66
20240105134001,747.61
20240105135001,172.17
20240105140001,121.87
20240105141001,138.99
20240105142001,141.15
20240105143001,100.29
20240105144001,82.31
20240105145001,67.9
20240105150001,54.64
20240105151001,28.67
20240105152001,17.28
20240105153001,11.94
20240105154001,6.41
20240105155001,6.1
20240105160001,4.92
20240105161001,3.99
20240105162001,3.34
20240105163001,2.19
20240105164001,1.75
20240105165001,1.23
